model_type,current_condition,selected_debate_id,debate_label,agent_id,pro_reduction,pro_count,anti_count,subfactor_1_t1,subfactor_2_t1,subfactor_3_t1,subfactor_4_t1,subfactor_5_t1,initial_opinion,initial_variance,opinion,subfactor_1_t2,subfactor_2_t2,subfactor_3_t2,subfactor_4_t2,subfactor_5_t2,final_attitude,mean_t2_subfactors,opinion_change,individual_error,error_sub1,error_sub2,error_sub3,error_sub4,error_sub5,agent_convergence_rate,agent_confidence_threshold,agent_repulsion_threshold,agent_repulsion_strength,convergence_rate,confidence_threshold,repulsion_threshold,repulsion_strength,seed,convergence_cycle,use_distinct_agents,current_experiment_id,speaking_mode
clustering,homogeneous,41,H20,257,0,0,0,0.6111111111111116,0.625,0.5833333333333334,0.944444444444445,0.555555555555555,0.46180555555555564,0.00048024369855967,0.4226903743853453,0.694444444444445,0.6666666666666666,0.7083333333333334,0.944444444444445,0.27777777777777835,0.5185185185185185,0.6583333333333338,-0.03911518117021034,0.0958281441331732,0.2717540700590997,0.24397629228132134,0.2856429589479881,0.5217540700590997,0.14491259660756695,0.5029684412709559,0.8,0.8500000000000001,0.01,0.5,0.8,0.0,0.0,4692690466958798800.0,15,true,nil,false
clustering,homogeneous,41,H20,258,0,0,0,0.5833333333333334,0.4583333333333333,1.0,1.0,0.0,0.4270833333333333,0.00048024369855967,0.4226919014091552,0.4166666666666667,0.7083333333333334,0.8333333333333334,1.0,0.0,0.4756944444444444,0.5916666666666667,-0.00439143192417812,0.05300254303528923,0.00602523474248851,0.2856414319241782,0.4106414319241782,0.5773080985908448,0.4226919014091552,0.8104404181991616,0.8,0.8500000000000001,0.01,0.5,0.8,0.0,0.0,4692690466958798800.0,15,true,nil,false
clustering,homogeneous,41,H20,259,0,0,0,0.4166666666666667,0.6666666666666666,0.5,0.944444444444445,0.7777777777777782,0.4004629629629628,0.00048024369855967,0.42269058264681164,0.5833333333333334,0.625,0.20833333333333334,0.7777777777777782,0.6666666666666666,0.5266203703703703,0.5722222222222223,0.02222761968384884,0.10392978772355871,0.16064275068652173,0.20230941735318836,0.2143572493134783,0.3550871951309666,0.243976084019855,0.4236494748948889,0.8,0.8500000000000001,0.01,0.5,0.8,0.0,0.0,4692690466958798800.0,15,true,nil,false
clustering,homogeneous,41,H20,257,0,0,0,0.6111111111111116,0.625,0.5833333333333334,0.944444444444445,0.555555555555555,0.46180555555555564,0.00048024369855967,0.4226903743853453,0.694444444444445,0.6666666666666666,0.7083333333333334,0.944444444444445,0.27777777777777835,0.5185185185185185,0.6583333333333338,-0.03911518117021034,0.0958281441331732,0.2717540700590997,0.24397629228132134,0.2856429589479881,0.5217540700590997,0.14491259660756695,0.5029684412709559,0.8,0.8500000000000001,0.01,0.5,0.8,0.0,0.0,6905470370856337400.0,15,true,nil,false
clustering,homogeneous,41,H20,260,0,0,0,0.44444444444444503,0.75,0.5833333333333334,0.8888888888888884,0.7777777777777782,0.4236111111111113,0.00048024369855967,0.4226959326027943,0.47222222222222165,0.7916666666666666,0.7083333333333334,0.944444444444445,0.8333333333333334,0.40162037037037,0.7500000000000001,-0.00091517850831702,0.02107556223242429,0.04952628961942734,0.3689707340638723,0.28563740073053906,0.5217485118416507,0.41063740073053906,0.23385952101442958,0.8,0.8500000000000001,0.01,0.5,0.8,0.0,0.0,4692690466958798800.0,15,true,nil,false
consensus,heterogeneous,1,M1,1,1,0,0,0.8611111111111116,0.9166666666666666,0.5416666666666666,0.555555555555555,0.16666666666666666,0.7337962962962964,0.0306388856143309,0.49716222865398163,0.8888888888888884,0.9166666666666666,0.4166666666666667,0.8333333333333334,0.0,0.7430555555555558,0.6111111111111109,-0.23663406764231476,0.24589332690157417,0.39172666023490677,0.419504438012685,0.08049556198731495,0.33617110467935174,0.49716222865398163,0.5,0.01,0.06,0.01,0.5,0.0,0.0,0.0,7240713591891685400.0,15,true,nil,false
clustering,homogeneous,41,H20,258,0,0,0,0.5833333333333334,0.4583333333333333,1.0,1.0,0.0,0.4270833333333333,0.00048024369855967,0.4226919014091552,0.4166666666666667,0.7083333333333334,0.8333333333333334,1.0,0.0,0.4756944444444444,0.5916666666666667,-0.00439143192417812,0.05300254303528923,0.00602523474248851,0.2856414319241782,0.4106414319241782,0.5773080985908448,0.4226919014091552,0.8104404181991616,0.8,0.8500000000000001,0.01,0.5,0.8,0.0,0.0,6905470370856337400.0,15,true,nil,false
clustering,homogeneous,41,H20,259,0,0,0,0.4166666666666667,0.6666666666666666,0.5,0.944444444444445,0.7777777777777782,0.4004629629629628,0.00048024369855967,0.42269058264681164,0.5833333333333334,0.625,0.20833333333333334,0.7777777777777782,0.6666666666666666,0.5266203703703703,0.5722222222222223,0.02222761968384884,0.10392978772355871,0.16064275068652173,0.20230941735318836,0.2143572493134783,0.3550871951309666,0.243976084019855,0.4236494748948889,0.8,0.8500000000000001,0.01,0.5,0.8,0.0,0.0,6905470370856337400.0,15,true,nil,false
consensus,heterogeneous,1,M1,2,1,0,0,0.694444444444445,0.6666666666666666,0.5416666666666666,0.6666666666666666,0.22222222222222165,0.6018518518518521,0.0306388856143309,0.4971413678138481,0.6666666666666666,0.75,0.5416666666666666,0.6666666666666666,0.3333333333333333,0.5972222222222224,0.5916666666666666,-0.10471048403800398,0.10008085440837433,0.16952529885281853,0.2528586321861519,0.04452529885281853,0.16952529885281853,0.16380803448051479,0.5,0.01,0.06,0.01,0.5,0.0,0.0,0.0,7240713591891685400.0,15,true,nil,false
clustering,homogeneous,41,H20,260,0,0,0,0.44444444444444503,0.75,0.5833333333333334,0.8888888888888884,0.7777777777777782,0.4236111111111113,0.00048024369855967,0.4226959326027943,0.47222222222222165,0.7916666666666666,0.7083333333333334,0.944444444444445,0.8333333333333334,0.40162037037037,0.7500000000000001,-0.00091517850831702,0.02107556223242429,0.04952628961942734,0.3689707340638723,0.28563740073053906,0.5217485118416507,0.41063740073053906,0.23385952101442958,0.8,0.8500000000000001,0.01,0.5,0.8,0.0,0.0,6905470370856337400.0,15,true,nil,false
consensus,heterogeneous,1,M1,3,1,0,0,0.944444444444445,0.75,0.25,0.8333333333333334,0.0,0.7430555555555557,0.0306388856143309,0.49714009466200304,0.944444444444445,0.9166666666666666,0.20833333333333334,0.8888888888888884,0.05555555555555499,0.7731481481481484,0.6027777777777776,-0.24591546089355265,0.2760080534861453,0.44730434978244193,0.4195265720046636,0.28880676132866967,0.39174879422688536,0.44158453910644807,0.5,0.01,0.06,0.01,0.5,0.0,0.0,0.0,7240713591891685400.0,15,true,nil,false
consensus,heterogeneous,1,M1,4,0,0,0,0.4166666666666667,0.7083333333333334,0.7916666666666666,0.7777777777777782,0.8888888888888884,0.37152777777777785,0.0306388856143309,0.4971202546945694,0.47222222222222165,0.7083333333333334,0.75,0.7777777777777782,0.8888888888888884,0.3923611111111109,0.7194444444444443,0.12559247691679154,0.1047591435834585,0.02489803247234773,0.21121307863876398,0.2528797453054306,0.28065752308320885,0.391768634194319,0.5,0.01,0.06,0.01,0.5,0.0,0.0,0.0,7240713591891685400.0,15,true,nil,false
consensus,heterogeneous,1,M1,5,0,0,0,0.5,0.4583333333333333,1.0,0.7777777777777782,0.555555555555555,0.3506944444444445,0.0306388856143309,0.4971299187004481,0.47222222222222165,0.5,1.0,0.8333333333333334,0.555555555555555,0.3449074074074075,0.6722222222222219,0.14643547425600362,0.1522225112930406,0.02490769647822644,0.00287008129955191,0.5028700812995519,0.3362034146328853,0.05842563685510693,0.5,0.01,0.06,0.01,0.5,0.0,0.0,0.0,7240713591891685400.0,15,true,nil,false
consensus,heterogeneous,1,M1,6,0,0,0,0.44444444444444503,0.5416666666666666,0.9166666666666666,1.0,0.5,0.34375000000000017,0.0306388856143309,0.49713720898818803,0.4166666666666667,0.375,0.875,1.0,0.38888888888888834,0.3206018518518517,0.611111111111111,0.15338720898818786,0.17653535713633633,0.08047054232152134,0.12213720898818803,0.37786279101181197,0.502862791011812,0.10824832009929969,0.5,0.01,0.06,0.01,0.5,0.0,0.0,0.0,7240713591891685400.0,15,true,nil,false
clustering,homogeneous,24,H12,156,0,0,0,0.5833333333333334,0.4166666666666667,0.375,1.0,0.8333333333333334,0.3819444444444444,0.00771504468878602,0.5202895636110914,0.6666666666666666,0.5,0.5,1.0,0.6666666666666666,0.4305555555555556,0.6666666666666666,0.13834511916664693,0.08973400805553577,0.14637710305557528,0.02028956361109135,0.02028956361109135,0.47971043638890865,0.14637710305557528,0.5029684412709559,0.99,1.04,0.01,0.5,0.8,0.0,0.0,7139002048363152400.0,15,true,nil,false
clustering,homogeneous,24,H12,157,0,0,0,0.5833333333333334,0.5,0.7083333333333334,0.8333333333333334,0.6111111111111116,0.4120370370370369,0.00771504468878602,0.520323679245826,0.47222222222222165,0.4166666666666667,0.6666666666666666,0.8333333333333334,0.6111111111111116,0.37037037037037,0.6,0.10828664220878909,0.149953308875456,0.04810145702360435,0.10365701257915932,0.14634298742084062,0.31300965408750736,0.0907874318652856,0.8104404181991616,0.7752559640094218,0.8252559640094218,0.01,0.5,0.8,0.0,0.0,7139002048363152400.0,15,true,nil,false
clustering,homogeneous,24,H12,158,0,0,0,0.47222222222222165,0.5416666666666666,0.5833333333333334,0.8333333333333334,0.5,0.4340277777777776,0.00771504468878602,0.5202980211218228,0.6111111111111116,0.4583333333333333,0.625,0.8333333333333334,0.44444444444444503,0.45023148148148157,0.5944444444444447,0.08627024334404515,0.07006653964034121,0.09081308998928883,0.06196468778848946,0.10470197887817723,0.3130353122115106,0.07585357667737774,0.4236494748948889,0.7042545933905637,0.7542545933905638,0.01,0.5,0.8,0.0,0.0,7139002048363152400.0,15,true,nil,false
clustering,homogeneous,41,H20,257,0,0,0,0.6111111111111116,0.625,0.5833333333333334,0.944444444444445,0.555555555555555,0.46180555555555564,0.00048024369855967,0.4226903743853453,0.694444444444445,0.6666666666666666,0.7083333333333334,0.944444444444445,0.27777777777777835,0.5185185185185185,0.6583333333333338,-0.03911518117021034,0.0958281441331732,0.2717540700590997,0.24397629228132134,0.2856429589479881,0.5217540700590997,0.14491259660756695,0.5029684412709559,0.8,0.8500000000000001,0.01,0.5,0.8,0.0,0.0,7240713591891685400.0,15,true,nil,false
clustering,homogeneous,41,H20,258,0,0,0,0.5833333333333334,0.4583333333333333,1.0,1.0,0.0,0.4270833333333333,0.00048024369855967,0.4226919014091552,0.4166666666666667,0.7083333333333334,0.8333333333333334,1.0,0.0,0.4756944444444444,0.5916666666666667,-0.00439143192417812,0.05300254303528923,0.00602523474248851,0.2856414319241782,0.4106414319241782,0.5773080985908448,0.4226919014091552,0.8104404181991616,0.8,0.8500000000000001,0.01,0.5,0.8,0.0,0.0,7240713591891685400.0,15,true,nil,false
clustering,homogeneous,41,H20,259,0,0,0,0.4166666666666667,0.6666666666666666,0.5,0.944444444444445,0.7777777777777782,0.4004629629629628,0.00048024369855967,0.42269058264681164,0.5833333333333334,0.625,0.20833333333333334,0.7777777777777782,0.6666666666666666,0.5266203703703703,0.5722222222222223,0.02222761968384884,0.10392978772355871,0.16064275068652173,0.20230941735318836,0.2143572493134783,0.3550871951309666,0.243976084019855,0.4236494748948889,0.8,0.8500000000000001,0.01,0.5,0.8,0.0,0.0,7240713591891685400.0,15,true,nil,false
clustering,homogeneous,24,H12,159,0,0,0,0.8611111111111116,0.7916666666666666,0.6666666666666666,0.944444444444445,0.22222222222222165,0.607638888888889,0.00771504468878602,0.5204058358415218,0.75,0.75,0.5833333333333334,1.0,0.44444444444444503,0.5370370370370371,0.7055555555555557,-0.08723305304736717,0.01663120119551531,0.22959416415847822,0.22959416415847822,0.06292749749181159,0.4795941641584782,0.07596139139707675,0.23385952101442958,0.8367872734188085,0.8867872734188086,0.01,0.5,0.8,0.0,0.0,7139002048363152400.0,15,true,nil,false
clustering,homogeneous,41,H20,260,0,0,0,0.44444444444444503,0.75,0.5833333333333334,0.8888888888888884,0.7777777777777782,0.4236111111111113,0.00048024369855967,0.4226959326027943,0.47222222222222165,0.7916666666666666,0.7083333333333334,0.944444444444445,0.8333333333333334,0.40162037037037,0.7500000000000001,-0.00091517850831702,0.02107556223242429,0.04952628961942734,0.3689707340638723,0.28563740073053906,0.5217485118416507,0.41063740073053906,0.23385952101442958,0.8,0.8500000000000001,0.01,0.5,0.8,0.0,0.0,7240713591891685400.0,15,true,nil,false
consensus,homogeneous,33,H15,207,0,0,0,0.5277777777777782,0.5833333333333334,0.625,0.944444444444445,0.555555555555555,0.4236111111111112,0.00240269204389574,0.4327487885807263,0.5,0.625,0.7916666666666666,0.7777777777777782,0.5,0.43634259259259256,0.638888888888889,0.00913767746961508,0.00359380401186626,0.0672512114192737,0.1922512114192737,0.35891787808594033,0.34502898919705194,0.0672512114192737,0.05,0.01,0.06,0.01,0.05,0.0,0.0,0.0,7043372089166577700.0,30,true,nil,false
consensus,homogeneous,33,H15,208,0,0,0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.47222222222222227,0.00240269204389574,0.4432221199542719,0.6666666666666666,1.0,0.75,1.0,0.44444444444444503,0.5509259259259259,0.7722222222222224,-0.02900010226795036,0.10770380597165402,0.22344454671239472,0.5567778800457281,0.3067778800457281,0.5567778800457281,0.00122232449017312,0.05,0.01,0.06,0.01,0.05,0.0,0.0,0.0,7043372089166577700.0,30,true,nil,false
consensus,homogeneous,33,H15,209,0,0,0,0.47222222222222165,0.4166666666666667,0.75,0.8888888888888884,0.22222222222222165,0.41203703703703715,0.00240269204389574,0.4301788984220052,0.5833333333333334,0.5,0.8333333333333334,0.944444444444445,0.555555555555555,0.3819444444444442,0.6833333333333333,0.01814186138496804,0.04823445397756099,0.15315443491132819,0.06982110157799482,0.4031544349113282,0.5142655460224398,0.12537665713354984,0.05,0.01,0.06,0.01,0.05,0.0,0.0,0.0,7043372089166577700.0,30,true,nil,false
consensus,homogeneous,33,H15,210,0,0,0,0.36111111111111166,0.5833333333333334,0.7916666666666666,0.7777777777777782,0.6666666666666666,0.36342592592592604,0.00240269204389574,0.4198235949731752,0.38888888888888834,0.6666666666666666,0.8333333333333334,0.7777777777777782,0.5,0.4120370370370367,0.6333333333333333,0.05639766904724913,0.00778655793613847,0.03093470608428683,0.24684307169349146,0.4135097383601582,0.35795418280460306,0.08017640502682483,0.05,0.01,0.06,0.01,0.05,0.0,0.0,0.0,7043372089166577700.0,30,true,nil,false
consensus,homogeneous,33,H15,211,0,0,0,0.6388888888888884,0.8333333333333334,0.7916666666666666,0.8333333333333334,0.555555555555555,0.5046296296296297,0.00240269204389574,0.45037484194466554,0.555555555555555,0.8333333333333334,0.75,0.8888888888888884,0.6666666666666666,0.46296296296296297,0.7388888888888887,-0.05425478768496411,0.01258812101829743,0.10518071361088949,0.38295849138866783,0.29962515805533446,0.43851404694422286,0.2162918247220011,0.05,0.01,0.06,0.01,0.05,0.0,0.0,0.0,7043372089166577700.0,30,true,nil,false
clustering,homogeneous,33,H15,207,0,0,0,0.5277777777777782,0.5833333333333334,0.625,0.944444444444445,0.555555555555555,0.4236111111111112,0.00240269204389574,0.42624352651442576,0.5,0.625,0.7916666666666666,0.7777777777777782,0.5,0.43634259259259256,0.638888888888889,0.00263241540331455,0.0100990660781668,0.07375647348557424,0.19875647348557424,0.36542314015224087,0.35153425126335247,0.07375647348557424,0.05296844127095587,0.2,0.25,0.01,0.05,0.2,0.0,0.0,7139002048363152400.0,15,true,nil,false
clustering,homogeneous,33,H15,208,0,0,0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.47222222222222227,0.00240269204389574,0.42674603686179624,0.6666666666666666,1.0,0.75,1.0,0.44444444444444503,0.5509259259259259,0.7722222222222224,-0.04547618536042602,0.12417988906412969,0.2399206298048704,0.5732539631382038,0.32325396313820376,0.5732539631382038,0.01769840758264879,0.3604404181991616,0.2,0.25,0.01,0.05,0.2,0.0,0.0,7139002048363152400.0,15,true,nil,false
clustering,homogeneous,33,H15,209,0,0,0,0.47222222222222165,0.4166666666666667,0.75,0.8888888888888884,0.22222222222222165,0.41203703703703715,0.00240269204389574,0.4147090907043423,0.5833333333333334,0.5,0.8333333333333334,0.944444444444445,0.555555555555555,0.3819444444444442,0.6833333333333333,0.00267205366730516,0.03276464625989811,0.16862424262899106,0.08529090929565769,0.41862424262899106,0.5297353537401026,0.14084646485121272,0.01,0.2,0.25,0.01,0.05,0.2,0.0,0.0,7139002048363152400.0,15,true,nil,false
clustering,homogeneous,33,H15,210,0,0,0,0.36111111111111166,0.5833333333333334,0.7916666666666666,0.7777777777777782,0.6666666666666666,0.36342592592592604,0.00240269204389574,0.37446274133148627,0.38888888888888834,0.6666666666666666,0.8333333333333334,0.7777777777777782,0.5,0.4120370370370367,0.6333333333333333,0.01103681540556023,0.03757429570555043,0.01442614755740207,0.29220392533518036,0.4588705920018471,0.40331503644629196,0.12553725866851373,0.01,0.2,0.25,0.01,0.05,0.2,0.0,0.0,7139002048363152400.0,15,true,nil,false
consensus,heterogeneous,1,M1,1,1,0,0,0.8611111111111116,0.9166666666666666,0.5416666666666666,0.555555555555555,0.16666666666666666,0.7337962962962964,0.0306388856143309,0.49716222865398163,0.8888888888888884,0.9166666666666666,0.4166666666666667,0.8333333333333334,0.0,0.7430555555555558,0.6111111111111109,-0.23663406764231476,0.24589332690157417,0.39172666023490677,0.419504438012685,0.08049556198731495,0.33617110467935174,0.49716222865398163,0.5,0.01,0.06,0.01,0.5,0.0,0.0,0.0,7139002048363152400.0,15,true,nil,false
consensus,heterogeneous,1,M1,2,1,0,0,0.694444444444445,0.6666666666666666,0.5416666666666666,0.6666666666666666,0.22222222222222165,0.6018518518518521,0.0306388856143309,0.4971413678138481,0.6666666666666666,0.75,0.5416666666666666,0.6666666666666666,0.3333333333333333,0.5972222222222224,0.5916666666666666,-0.10471048403800398,0.10008085440837433,0.16952529885281853,0.2528586321861519,0.04452529885281853,0.16952529885281853,0.16380803448051479,0.5,0.01,0.06,0.01,0.5,0.0,0.0,0.0,7139002048363152400.0,15,true,nil,false
consensus,heterogeneous,1,M1,3,1,0,0,0.944444444444445,0.75,0.25,0.8333333333333334,0.0,0.7430555555555557,0.0306388856143309,0.49714009466200304,0.944444444444445,0.9166666666666666,0.20833333333333334,0.8888888888888884,0.05555555555555499,0.7731481481481484,0.6027777777777776,-0.24591546089355265,0.2760080534861453,0.44730434978244193,0.4195265720046636,0.28880676132866967,0.39174879422688536,0.44158453910644807,0.5,0.01,0.06,0.01,0.5,0.0,0.0,0.0,7139002048363152400.0,15,true,nil,false
consensus,heterogeneous,1,M1,4,0,0,0,0.4166666666666667,0.7083333333333334,0.7916666666666666,0.7777777777777782,0.8888888888888884,0.37152777777777785,0.0306388856143309,0.4971202546945694,0.47222222222222165,0.7083333333333334,0.75,0.7777777777777782,0.8888888888888884,0.3923611111111109,0.7194444444444443,0.12559247691679154,0.1047591435834585,0.02489803247234773,0.21121307863876398,0.2528797453054306,0.28065752308320885,0.391768634194319,0.5,0.01,0.06,0.01,0.5,0.0,0.0,0.0,7139002048363152400.0,15,true,nil,false
consensus,heterogeneous,1,M1,5,0,0,0,0.5,0.4583333333333333,1.0,0.7777777777777782,0.555555555555555,0.3506944444444445,0.0306388856143309,0.4971299187004481,0.47222222222222165,0.5,1.0,0.8333333333333334,0.555555555555555,0.3449074074074075,0.6722222222222219,0.14643547425600362,0.1522225112930406,0.02490769647822644,0.00287008129955191,0.5028700812995519,0.3362034146328853,0.05842563685510693,0.5,0.01,0.06,0.01,0.5,0.0,0.0,0.0,7139002048363152400.0,15,true,nil,false
consensus,heterogeneous,1,M1,6,0,0,0,0.44444444444444503,0.5416666666666666,0.9166666666666666,1.0,0.5,0.34375000000000017,0.0306388856143309,0.49713720898818803,0.4166666666666667,0.375,0.875,1.0,0.38888888888888834,0.3206018518518517,0.611111111111111,0.15338720898818786,0.17653535713633633,0.08047054232152134,0.12213720898818803,0.37786279101181197,0.502862791011812,0.10824832009929969,0.5,0.01,0.06,0.01,0.5,0.0,0.0,0.0,7139002048363152400.0,15,true,nil,false
clustering,homogeneous,33,H15,211,0,0,0,0.6388888888888884,0.8333333333333334,0.7916666666666666,0.8333333333333334,0.555555555555555,0.5046296296296297,0.00240269204389574,0.49141167139884884,0.555555555555555,0.8333333333333334,0.75,0.8888888888888884,0.6666666666666666,0.46296296296296297,0.7388888888888887,-0.01321795823078081,0.02844870843588587,0.06414388415670619,0.34192166193448453,0.25858832860115116,0.39747721749003956,0.1752549952678178,0.01,0.2,0.25,0.01,0.05,0.2,0.0,0.0,7139002048363152400.0,15,true,nil,false
consensus,homogeneous,33,H15,207,0,0,0,0.5277777777777782,0.5833333333333334,0.625,0.944444444444445,0.555555555555555,0.4236111111111112,0.00240269204389574,0.4327487885807263,0.5,0.625,0.7916666666666666,0.7777777777777782,0.5,0.43634259259259256,0.638888888888889,0.00913767746961508,0.00359380401186626,0.0672512114192737,0.1922512114192737,0.35891787808594033,0.34502898919705194,0.0672512114192737,0.05,0.01,0.06,0.01,0.05,0.0,0.0,0.0,6905470370856337400.0,30,true,nil,false
clustering,homogeneous,33,H15,207,0,0,0,0.5277777777777782,0.5833333333333334,0.625,0.944444444444445,0.555555555555555,0.4236111111111112,0.00240269204389574,0.42624352651442576,0.5,0.625,0.7916666666666666,0.7777777777777782,0.5,0.43634259259259256,0.638888888888889,0.00263241540331455,0.0100990660781668,0.07375647348557424,0.19875647348557424,0.36542314015224087,0.35153425126335247,0.07375647348557424,0.05296844127095587,0.2,0.25,0.01,0.05,0.2,0.0,0.0,8636175130330607600.0,15,true,nil,false
consensus,homogeneous,33,H15,208,0,0,0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.47222222222222227,0.00240269204389574,0.4432221199542719,0.6666666666666666,1.0,0.75,1.0,0.44444444444444503,0.5509259259259259,0.7722222222222224,-0.02900010226795036,0.10770380597165402,0.22344454671239472,0.5567778800457281,0.3067778800457281,0.5567778800457281,0.00122232449017312,0.05,0.01,0.06,0.01,0.05,0.0,0.0,0.0,6905470370856337400.0,30,true,nil,false
clustering,homogeneous,33,H15,208,0,0,0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.47222222222222227,0.00240269204389574,0.42674603686179624,0.6666666666666666,1.0,0.75,1.0,0.44444444444444503,0.5509259259259259,0.7722222222222224,-0.04547618536042602,0.12417988906412969,0.2399206298048704,0.5732539631382038,0.32325396313820376,0.5732539631382038,0.01769840758264879,0.3604404181991616,0.2,0.25,0.01,0.05,0.2,0.0,0.0,8636175130330607600.0,15,true,nil,false
consensus,homogeneous,33,H15,209,0,0,0,0.47222222222222165,0.4166666666666667,0.75,0.8888888888888884,0.22222222222222165,0.41203703703703715,0.00240269204389574,0.4301788984220052,0.5833333333333334,0.5,0.8333333333333334,0.944444444444445,0.555555555555555,0.3819444444444442,0.6833333333333333,0.01814186138496804,0.04823445397756099,0.15315443491132819,0.06982110157799482,0.4031544349113282,0.5142655460224398,0.12537665713354984,0.05,0.01,0.06,0.01,0.05,0.0,0.0,0.0,6905470370856337400.0,30,true,nil,false
consensus,homogeneous,33,H15,210,0,0,0,0.36111111111111166,0.5833333333333334,0.7916666666666666,0.7777777777777782,0.6666666666666666,0.36342592592592604,0.00240269204389574,0.4198235949731752,0.38888888888888834,0.6666666666666666,0.8333333333333334,0.7777777777777782,0.5,0.4120370370370367,0.6333333333333333,0.05639766904724913,0.00778655793613847,0.03093470608428683,0.24684307169349146,0.4135097383601582,0.35795418280460306,0.08017640502682483,0.05,0.01,0.06,0.01,0.05,0.0,0.0,0.0,6905470370856337400.0,30,true,nil,false
clustering,homogeneous,33,H15,209,0,0,0,0.47222222222222165,0.4166666666666667,0.75,0.8888888888888884,0.22222222222222165,0.41203703703703715,0.00240269204389574,0.4147090907043423,0.5833333333333334,0.5,0.8333333333333334,0.944444444444445,0.555555555555555,0.3819444444444442,0.6833333333333333,0.00267205366730516,0.03276464625989811,0.16862424262899106,0.08529090929565769,0.41862424262899106,0.5297353537401026,0.14084646485121272,0.01,0.2,0.25,0.01,0.05,0.2,0.0,0.0,8636175130330607600.0,15,true,nil,false
consensus,homogeneous,33,H15,211,0,0,0,0.6388888888888884,0.8333333333333334,0.7916666666666666,0.8333333333333334,0.555555555555555,0.5046296296296297,0.00240269204389574,0.45037484194466554,0.555555555555555,0.8333333333333334,0.75,0.8888888888888884,0.6666666666666666,0.46296296296296297,0.7388888888888887,-0.05425478768496411,0.01258812101829743,0.10518071361088949,0.38295849138866783,0.29962515805533446,0.43851404694422286,0.2162918247220011,0.05,0.01,0.06,0.01,0.05,0.0,0.0,0.0,6905470370856337400.0,30,true,nil,false
clustering,heterogeneous,9,M9,51,1,0,0,0.8333333333333334,0.7083333333333334,0.375,0.6111111111111116,0.16666666666666666,0.6932870370370369,0.01965549714934841,0.7212557420248239,0.9166666666666666,0.75,0.375,0.555555555555555,0.16666666666666666,0.7337962962962967,0.5527777777777776,0.02796870498778703,0.01254055427147283,0.19541092464184273,0.0287442579751761,0.3462557420248239,0.16570018646926887,0.5545890753581573,0.05,0.2,0.25,0.01,0.05,0.2,0.0,0.0,7240713591891685400.0,15,true,nil,false
clustering,homogeneous,33,H15,210,0,0,0,0.36111111111111166,0.5833333333333334,0.7916666666666666,0.7777777777777782,0.6666666666666666,0.36342592592592604,0.00240269204389574,0.37446274133148627,0.38888888888888834,0.6666666666666666,0.8333333333333334,0.7777777777777782,0.5,0.4120370370370367,0.6333333333333333,0.01103681540556023,0.03757429570555043,0.01442614755740207,0.29220392533518036,0.4588705920018471,0.40331503644629196,0.12553725866851373,0.01,0.2,0.25,0.01,0.05,0.2,0.0,0.0,8636175130330607600.0,15,true,nil,false
clustering,homogeneous,33,H15,211,0,0,0,0.6388888888888884,0.8333333333333334,0.7916666666666666,0.8333333333333334,0.555555555555555,0.5046296296296297,0.00240269204389574,0.49141167139884884,0.555555555555555,0.8333333333333334,0.75,0.8888888888888884,0.6666666666666666,0.46296296296296297,0.7388888888888887,-0.01321795823078081,0.02844870843588587,0.06414388415670619,0.34192166193448453,0.25858832860115116,0.39747721749003956,0.1752549952678178,0.01,0.2,0.25,0.01,0.05,0.2,0.0,0.0,8636175130330607600.0,15,true,nil,false
clustering,heterogeneous,9,M9,52,1,0,0,0.8611111111111116,0.7083333333333334,0.0,0.7777777777777782,0.0,0.7627314814814815,0.01965549714934841,0.7361612117430836,0.8611111111111116,0.75,0.125,0.7777777777777782,0.0,0.752314814814815,0.502777777777778,-0.02657026973839793,0.01615360307173141,0.12494989936802803,0.01383878825691642,0.6111612117430836,0.04161656603469466,0.7361612117430836,0.05,0.2,0.25,0.01,0.05,0.2,0.0,0.0,7240713591891685400.0,15,true,nil,false
clustering,heterogeneous,9,M9,53,0,0,0,0.5833333333333334,0.7083333333333334,0.5833333333333334,1.0,0.5,0.4756944444444444,0.01965549714934841,0.45798093128551265,0.6111111111111116,0.9583333333333334,0.5,1.0,0.555555555555555,0.5497685185185186,0.725,-0.01771351315893177,0.09178758723300595,0.15313017982559896,0.5003524020478207,0.04201906871448735,0.5420190687144874,0.09757462427004238,0.05,0.2,0.25,0.01,0.05,0.2,0.0,0.0,7240713591891685400.0,15,true,nil,false
clustering,heterogeneous,9,M9,54,0,0,0,0.5833333333333334,0.625,0.6666666666666666,0.8888888888888884,0.6666666666666666,0.4317129629629631,0.01965549714934841,0.44854080046394834,0.5833333333333334,0.625,0.5833333333333334,0.7222222222222218,0.5,0.5011574074074074,0.6027777777777777,0.01682783750098527,0.0526166069434591,0.13479253286938503,0.17645919953605166,0.13479253286938503,0.2736814217582734,0.05145919953605166,0.05,0.2,0.25,0.01,0.05,0.2,0.0,0.0,7240713591891685400.0,15,true,nil,false
